show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre
s535,Movie,Bedtime Stories,Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce",United States,"March 5, 2020",2008,PG,101 min,"Comedy, Family, Fantasy"
s536,Movie,Marvel Studios' Black Panther,Ryan Coogler,"Chadwick Boseman, Michael Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya",United States,"March 4, 2020",2018,PG-13,137 min,"Action-Adventure, Science Fiction, Superhero"
s537,TV Show,101 Dalmatian Street,,"Josh Brener, Michaela Dietz, Ella Kenion, Rhashan Stone","United Kingdom, United States, Canada","February 28, 2020",2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s538,Movie,Disney Phineas and Ferb: Phineas and Ferb Star Wars,,"Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",United States,"February 28, 2020",2014,TV-G,53 min,"Action-Adventure, Animation, Musical"
s539,TV Show,Shop Class,,,,"February 28, 2020",2020,TV-G,1 Season,"Family, Game Show / Competition"
s540,Movie,Viking Warrior Women,Stuart Strickson,Ella Al-Shamahi,United Kingdom,"February 28, 2020",2019,TV-PG,44 min,"Documentary, Historical"
s541,TV Show,Star Wars Resistance,,"Christopher Sean, Josh Brener, Scott Lawrence, Suzie McGrath, As Himself",United States,"February 25, 2020",2018,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids"
s542,TV Show,Lost Cities With Albert Lin,,Dr. Albert Len,United States,"February 21, 2020",2019,TV-PG,1 Season,"Action-Adventure, Docuseries, Historical"
s543,Movie,Marvel Rising: Operation Shuri,Chris Rutkowski,"Dee Baker, Dove Cameron, Jessica DiCicco, Skai Jackson, Kathreen Khavari, Daisy Lightfoot",United States,"February 21, 2020",2019,TV-Y7,23 min,"Action-Adventure, Animation, Coming of Age"
s544,Movie,Marvel Rising: Playing With Fire,Sol Choi,"Dee Baker, Dove Cameron, Gary Cole, Kathreen Khavari, Meera Kumbhani, Tony Mirrcandani",United States,"February 21, 2020",2019,TV-Y7,45 min,"Action-Adventure, Animation, Coming of Age"
s545,TV Show,Star Wars: The Clone Wars,,"Tom Kane, Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Baker, Corey Burton",United States,"February 21, 2020",2008,TV-PG,7 Seasons,"Action-Adventure, Animation, Science Fiction"
s546,Movie,Marvel's Iron Man & Hulk: Heroes United,Leo Riley,"Adrian Pasdar, Fred Tatasciore, David Kaye, Dee Baker, Robin Downes",United States,"February 16, 2020",2013,PG,74 min,"Action-Adventure, Animation, Science Fiction"
s547,Movie,Because of Winn-Dixie,Wayne Wang,"Jeff Daniels, Cicely Tyson, Dave Matthews, Eva Saint, AnnaSophia Robb",United States,"February 14, 2020",2005,PG,107 min,"Comedy, Drama, Family"
s548,TV Show,Fairy Tale Weddings,,"Stephen Boss, Allison Holker",United States,"February 14, 2020",2017,TV-PG,2 Seasons,"Docuseries, Family, Lifestyle"
s549,Movie,"My Dog, the Thief",Robert Stevenson,"Dwayne Hickman, Mary Mobley, Elsa Lanchester, Joe Flynn, Roger Carmel, Mickey Shaughnessy",United States,"February 14, 2020",1969,TV-PG,89 min,"Action-Adventure, Comedy, Family"
s550,Movie,Splash,Ron Howard,"Tom Hanks, Daryl Hannah, Eugene Levy, John Candy, Dody Goodman, Shecky Greene",United States,"February 14, 2020",1984,TV-PG,110 min,"Comedy, Fantasy, Romance"
s551,TV Show,That's So Raven,,"Raven , Orlando Brown, Kyle Massey, Anneliese van der Pol, T’Keyah Keymáh, Rondell Sheridan",United States,"February 8, 2020",2002,TV-G,4 Seasons,"Comedy, Coming of Age, Fantasy"
s552,Movie,Timmy Failure: Mistakes Were Made,Tom McCarthy,"Winslow Fegley, Ophelia Lovibond, Craig Robinson, Wallace Shawn, Kyle Bornheimer, Chloe Coleman",United States,"February 7, 2020",2020,PG,103 min,"Buddy, Comedy, Drama"
s553,Movie,Toy Story 4,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw",United States,"February 5, 2020",2019,G,101 min,"Action-Adventure, Animation, Comedy"
s554,Movie,Descendants 3,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",United States,"February 2, 2020",2019,TV-G,109 min,"Coming of Age, Fantasy, Musical"
s555,Movie,Around the World in 80 Days,Frank Coraci,"Jackie Chan, Steve Coogan, Cécile de France, Jim Broadbent, Ewan Bremner, Ian McNeice","United States, Germany, Ireland, United Kingdom","February 1, 2020",2004,PG,121 min,"Action-Adventure, Comedy, Family"
s556,Movie,Big Business,Jim Abrahams,"Bette Midler, Lily Tomlin, Fred Ward, Edward Herrmann, Michele Placido, Daniel Gerroll",United States,"February 1, 2020",1988,PG,98 min,Comedy
s557,Movie,Lamp Life,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",United States,"January 31, 2020",2020,TV-G,11 min,"Animation, Comedy, Family"
s558,Movie,The Lion King,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani","United States, United Kingdom, South Africa","January 28, 2020",2019,PG,125 min,"Action-Adventure, Coming of Age, Drama"
s559,TV Show,Diary of a Future President,,"Tess Romero, Selenis Leyva, Charlie Bushnell, Michael Weaver",United States,"January 17, 2020",2020,TV-PG,2 Seasons,"Comedy, Coming of Age, Family"
s560,TV Show,High School Musical: The Musical: The Series: The Sing-Along,,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",,"January 17, 2020",2019,TV-PG,1 Season,"Comedy, Coming of Age, Drama"
s561,TV Show,America's National Parks,,C.T. Taylor,United States,"January 15, 2020",2015,TV-14,1 Season,"Animals & Nature, Docuseries"
s562,TV Show,Continent 7: Antarctica,,Chris Browning,United States,"January 15, 2020",2016,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries"
s563,TV Show,Disney Randy Cunningham: 9th Grade Ninja,,"Ben Schwartz, Andrew Caldwell, Tim Curry, John DiMaggio, Kevin Richardson, Dave Wittenberg","United Kingdom, United States, Ireland","January 15, 2020",2011,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s564,TV Show,Muppet Babies Show and Tell (Shorts),,"Matt Danner, Melanie Harrison, Ben Diskin, Eric Bauza, Dee Baker, Jessica DiCicco",,"January 15, 2020",2017,TV-Y7,1 Season,"Animation, Kids"
s565,TV Show,The Lodge,,"Sophie Simnett, Luke Newton, Thomas Doherty, Bethan Wright, Jayden Revri, Jade Alleyne",United Kingdom,"January 15, 2020",2016,TV-G,2 Seasons,"Coming of Age, Drama, Musical"
s566,TV Show,Wild Russia,,Liam Teeling,,"January 15, 2020",2018,TV-PG,1 Season,"Animals & Nature, Docuseries"
s567,Movie,Destino,Monfery Dominique,Dora Luz,"France, United States","January 10, 2020",2003,PG,6 min,"Animation, Family, Romance"
s568,Movie,Forky Asks a Question: What is Reading?,Bob Peterson,"Tony Hale, Addison Andrews, Mila Crespo, Imani Prior, Jeff Pidgeon, Bob Peterson",United States,"January 10, 2020",2020,TV-G,7 min,"Animation, Comedy, Family"
s569,Movie,Loop,Erica Milsom,"Madison Bandy, Christiano Delgado, Louis Gonzales, Asher Brodkey, Erica Milsom",United States,"January 10, 2020",2020,PG,12 min,"Animation, Family"
s570,TV Show,Marvel's Runaways,,"Rhenzy Feliz, Lyrica Okano, Virginia Gardner, Ariela Barer, Gregg Sulkin, Allegra Acosta",United States,"January 10, 2020",2017,TV-14,3 Seasons,"Coming of Age, Drama, Science Fiction"
s571,Movie,Aladdin (2019),Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",United States,"January 8, 2020",2019,PG,135 min,"Action-Adventure, Family, Fantasy"
s572,Movie,Forky Asks a Question: What is Cheese?,Bob Peterson,"Tony Hale, Jeff Garlin, Bob Peterson",United States,"January 3, 2020",2020,TV-G,6 min,"Animation, Comedy, Family"
s573,TV Show,Austin & Ally,,"Ross Lynch, Laura Marano, Raini Rodriguez, Calum Worthy",United States,"January 1, 2020",2011,TV-G,4 Seasons,"Comedy, Coming of Age, Kids"
s574,TV Show,Billy Dilley's Super-Duper Subterranean Summer,,"Aaron Springer, Catherine Wayne, Tom Kenny",United States,"January 1, 2020",2016,TV-Y7,1 Season,"Animation, Comedy, Fantasy"
s575,Movie,Cars Toon: El Materdor,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"January 1, 2020",2008,TV-G,4 min,"Animation, Comedy, Family"
s576,Movie,Cars Toon: Moon Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Josh Cooley",United States,"January 1, 2020",2010,TV-G,4 min,"Animation, Comedy, Family"
s577,Movie,Cars Toon: Rescue Squad Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson, Bret Parker, Peter Sohn, Bob Peterson, Bob Scott",United States,"January 1, 2020",2010,TV-Y7,3 min,"Animation, Comedy, Family"
s578,Movie,Cars Toon: Spinning,Jeremy Lasky,"Keith Ferguson, Paul Dooley, Tony Shalhoub, Lloyd Sherr, Michael Wallis, Guido Quaroni",United States,"January 1, 2020",2013,TV-G,2 min,"Animation, Family"
s579,Movie,Cars Toon: Time Travel Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, John Higgins, Katherine Helmond",United States,"January 1, 2020",2012,TV-G,7 min,"Animation, Comedy, Family"
s580,Movie,Cars Toon: Tokyo Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson, Michael Wallis, Mach Kobayashi, Robert Ito",United States,"January 1, 2020",2008,G,8 min,"Animation, Comedy, Family"
s581,Movie,Cars Toon: Unidentified Flying Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,"January 1, 2020",2010,TV-Y7,4 min,"Animation, Comedy, Family"
s582,Movie,Cars Toons: Bugged,Jeremy Lasky,"Jerome Ranft, Josh Cooley",United States,"January 1, 2020",2013,TV-G,2 min,"Animation, Family"
s583,Movie,Cool Runnings,Jon Turteltaub,"Leon , Doug Doug, Rawle Lewis, Malik Yoba, Raymond Barry, Larry Gilman",United States,"January 1, 2020",1993,PG,99 min,"Biographical, Comedy, Family"
s584,Movie,Drain Alcatraz,Wayne Abbott,"Craig Sechler, Russell Boulter",United States,"January 1, 2020",2017,TV-PG,47 min,Documentary
s585,Movie,Drain The Bermuda Triangle,Jobim Sampson,Russell Boulter,United States,"January 1, 2020",2014,TV-PG,45 min,Documentary
s586,Movie,Drain The Great Lakes,"Crispin Sadler, Wayne Abbott",Cham Giobbi,"United Kingdom, Canada, United States","January 1, 2020",2011,TV-PG,45 min,Documentary
s587,Movie,Drain The Ocean: WWII,Mike Slee,Russell Boulter,United States,"January 1, 2020",2016,TV-PG,44 min,"Documentary, Historical"
s588,Movie,Drain The Sunken Pirate City,Sophie Harris,Russell Boulter,United Kingdom,"January 1, 2020",2017,TV-14,48 min,"Documentary, Historical"
s589,Movie,Drain The Titanic,Jobim Sampson,Russell Boulter,"United Kingdom, Canada, United States","January 1, 2020",2015,TV-PG,45 min,"Documentary, Historical"
s590,TV Show,First Class Chefs: Family Style,,"Gia Ré, Matt Tebbutt",,"January 1, 2020",2015,TV-Y7,1 Season,"Family, Game Show / Competition"
s591,Movie,Hacksaw,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",United States,"January 1, 2020",1971,TV-PG,89 min,"Animals & Nature, Family, Sports"
s592,Movie,Holes,Andrew Davis,"Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf",United States,"January 1, 2020",2003,PG,119 min,"Coming of Age, Drama, Family"
s593,Movie,Marvel 75 Years: From Pulp to Pop!,Zak Knutson,"Laura Shields, Stan Lee, Alan Fine, Nicole Perlman, Jimmy Kimmel, Gerry Conway",United States,"January 1, 2020",2014,TV-PG,42 min,"Documentary, Family"
s594,Movie,Marvel Rising: Battle of The Bands,,"Dee Baker, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden, Tyler Posey",United States,"January 1, 2020",2019,TV-Y7,23 min,"Action-Adventure, Animation, Superhero"
s595,TV Show,One Strange Rock,,Will Smith,United States,"January 1, 2020",2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family"
s596,TV Show,Out There with Jack Randall,,Jack Randall,,"January 1, 2020",2019,TV-14,1 Season,"Action-Adventure, Animals & Nature, Docuseries"
s597,Movie,Super Rhino,Nathan Greno,"Miley Cyrus, Mark Walton, Susie Essman, Malcolm McDowell, Randy Savage",United States,"January 1, 2020",2009,G,4 min,"Action-Adventure, Animation, Comedy"
s598,TV Show,The Proud Family,,"Tommy Davidson, Paula Parker, Jo Payton, Kyla Pratt, Tara Strong, Karen White",United States,"January 1, 2020",2001,TV-G,2 Seasons,"Animation, Comedy, Coming of Age"
s599,TV Show,The Super Hero Squad,,"Grey DeLisle, Steve Blum, Mikey Kelly, Charlie Adler, Mark Hamill, Tom Kenny",United States,"January 1, 2020",2009,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s600,TV Show,Year Million,,Laurence Fishburne,United States,"January 1, 2020",2016,TV-PG,1 Season,"Docuseries, Science Fiction"
s601,Movie,Forky Asks a Question: What is a Pet?,Bob Peterson,"Tony Hale, Aloma Wright, Bob Peterson",United States,"December 27, 2019",2019,TV-G,7 min,"Animation, Comedy, Family"
s602,Movie,Star Wars: The Last Jedi (Episode VIII),Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,"December 26, 2019",2017,PG-13,152 min,"Action-Adventure, Science Fiction"
s603,Movie,Forky Asks a Question: What is a Leader?,Bob Peterson,"Tony Hale, Bonnie Hunt, Bob Peterson",United States,"December 20, 2019",2019,TV-G,6 min,"Animation, Comedy, Family"
s604,Movie,George of the Jungle 2,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir","United States, Australia","December 20, 2019",2003,PG,89 min,"Action-Adventure, Comedy, Family"
s605,Movie,High School Musical: The Musical: The Series: The Special,Clayton Cogswell,"Joshua Bassett, Olivia Rodrigo, Sofia Wylie, Matt Cornett, Dara Renee",United States,"December 20, 2019",2019,TV-G,23 min,"Coming of Age, Documentary, Drama"
s606,TV Show,Pick of the Litter,,,United States,"December 20, 2019",2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Family"
s607,Movie,Togo,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",United States,"December 20, 2019",2019,PG,117 min,"Action-Adventure, Animals & Nature, Family"
s608,Movie,Forky Asks a Question: What is a Computer?,Bob Peterson,"Tony Hale, Kristen Schaal, James Brinkley, Bob Peterson",United States,"December 13, 2019",2019,TV-G,6 min,"Animation, Comedy, Family"
s609,Movie,Wind,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",United States,"December 13, 2019",2019,G,9 min,"Animation, Family, Fantasy"
s610,Movie,Forky Asks a Question: What is Love?,Bob Peterson,"Tony Hale, Carl Reiner, Mel Brooks, Carol Burnett, Betty White, Kristen Schaal",United States,"December 6, 2019",2019,TV-G,7 min,"Animation, Comedy, Family"
s611,TV Show,One Day at Disney (Shorts),,,,"December 6, 2019",2019,TV-PG,1 Season,"Anthology, Docuseries, Family"
s612,Movie,Marvel Studios' Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson",United States,"December 5, 2019",2017,PG-13,132 min,"Action-Adventure, Comedy, Fantasy"
s613,TV Show,Disney The Lion Guard,,"Max Charles, Diamond White, Dusan Brown, Atticus Shaffer, Joshua Rush",United States,"December 3, 2019",2015,TV-Y,3 Seasons,"Action-Adventure, Animation, Comedy"
s614,Movie,One Day at Disney,Fritz Mitchell,,United States,"December 3, 2019",2019,TV-PG,62 min,"Documentary, Family"
s615,TV Show,Disney Star vs. the Forces of Evil,,"Eden Sher, Adam McArthur",United States,"December 1, 2019",2014,TV-Y7,4 Seasons,"Action-Adventure, Animation, Comedy"
s616,Movie,Expedition Amelia,Chad Cohen,"Allison Janney, Bob Ballard, Fredrik Hiebert",United States,"December 1, 2019",2019,TV-PG,94 min,"Action-Adventure, Documentary, Historical"
s617,Movie,Glory Road,James Gartner,"Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr",United States,"December 1, 2019",2006,PG,119 min,"Biographical, Drama, Sports"
s618,TV Show,Henry Hugglemonster,,"Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren","Ireland, United Kingdom, United States, South Korea, Canada","December 1, 2019",2012,TV-Y,2 Seasons,"Animation, Fantasy, Kids"
s619,Movie,Incredible! The Story of Dr. Pol,,"Ari Rubin, Dr. Pol",,"December 1, 2019",2015,TV-14,44 min,"Animals & Nature, Biographical, Documentary"
s620,Movie,Marvel Rising: Chasing Ghosts,,"Dee Baker, Chloe Bennet, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden",United States,"December 1, 2019",2019,TV-Y7-FV,24 min,"Action-Adventure, Animation, Superhero"
s621,Movie,Marvel Rising: Heart of Iron,,"Dee Baker, Chloe Bennet, Dove Cameron, Robbie Daymond, Kathreen Khavari, Daisy Lightfoot",United States,"December 1, 2019",2019,TV-Y7,46 min,"Action-Adventure, Animation, Coming of Age"
s622,TV Show,Miles From Tomorrowland,,"Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny",,"December 1, 2019",2014,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids"
s623,TV Show,Sheriff Callie's Wild West,,"Mandy Moore, Lucas Grabeel","United States, South Korea, France","December 1, 2019",2011,TV-Y,2 Seasons,"Animation, Kids, Western"
s624,TV Show,Supercar Megabuild,,Dom Joly,United States,"December 1, 2019",2016,TV-PG,2 Seasons,"Buddy, Docuseries, Lifestyle"
s625,Movie,The Incredible Dr. Pol: Blue Ribbon Kids,,"Ari Rubin, Dr. Pol",,"December 1, 2019",2016,TV-PG,42 min,"Animals & Nature, Documentary, Family"
s626,Movie,Coco,Lee Unkrich,"Anthony Gonzalez, Gael Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",United States,"November 29, 2019",2017,PG,105 min,"Animation, Family, Fantasy"
s627,Movie,Coco (in Spanish),Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",,"November 29, 2019",2017,PG,105 min,"Animation, Family, Fantasy"
s628,Movie,Forky Asks a Question: What is Time?,Bob Peterson,"Tony Hale, Wallace Shawn, Alan Oppenheimer, Bob Peterson",United States,"November 29, 2019",2019,TV-G,6 min,"Animation, Comedy, Family"
s629,Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",United States,"November 27, 2019",2019,TV-PG,84 min,"Concert Film, Family, Fantasy"
s630,Movie,Forky Asks a Question: What is Art?,Bob Peterson,"Tony Hale, Robin Downes, Bob Peterson",United States,"November 22, 2019",2019,TV-G,7 min,"Animation, Comedy, Family"
s631,TV Show,Mickey Mouse Roadster Racers,,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeille",,"November 20, 2019",2017,TV-Y,2 Seasons,"Animation, Kids, Sports"
s632,Movie,"Happy Birthday, Mickey!",,,,"November 18, 2019",2019,TV-G,2 min,"Animation, Comedy, Dance"
s633,Movie,Forky Asks a Question: What is a Friend?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",United States,"November 15, 2019",2019,TV-G,6 min,"Animation, Comedy, Family"
s634,Movie,10 Things I Hate About You,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan",United States,"November 12, 2019",1999,PG-13,98 min,"Comedy, Coming of Age, Romance"
s635,Movie,101 Dalmatians,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi","Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock",United States,"November 12, 2019",1961,G,81 min,"Action-Adventure, Animation, Family"
s636,Movie,101 Dalmatians II: Patch's London Adventure,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,"November 12, 2019",2003,G,77 min,"Action-Adventure, Animation"
